caso,intento,inicio_utc,inicio_epoch,fin_epoch,estado,latencia_ms,error
lee-moneda,217,2026-09-20T23:54:33.406+00:00,1789948473.406053,1789948473.406986,ok,0.899,
escribe-sj,177,2026-09-20T23:54:33.402+00:00,1789948473.402920,1789948473.423474,ok,20.518,
lee-limon,172,2026-09-20T23:54:33.426+00:00,1789948473.426628,1789948473.428043,ok,1.382,
lee-sj,185,2026-09-20T23:54:33.425+00:00,1789948473.425920,1789948473.432364,ok,6.415,
escribe-limon,161,2026-09-20T23:54:33.472+00:00,1789948473.472096,1789948473.499226,ok,27.090,
escribe-cruza,161,2026-09-20T23:54:33.535+00:00,1789948473.535950,1789948473.555459,ok,19.469,
lee-moneda,218,2026-09-20T23:54:33.606+00:00,1789948473.606122,1789948473.606993,ok,0.838,
escribe-sj,178,2026-09-20T23:54:33.603+00:00,1789948473.603027,1789948473.627221,ok,24.153,
lee-limon,173,2026-09-20T23:54:33.626+00:00,1789948473.626699,1789948473.628389,ok,1.656,
lee-sj,186,2026-09-20T23:54:33.625+00:00,1789948473.625990,1789948473.635928,ok,9.900,
escribe-limon,162,2026-09-20T23:54:33.672+00:00,1789948473.672193,1789948473.697565,ok,25.325,
escribe-cruza,162,2026-09-20T23:54:33.736+00:00,1789948473.736019,1789948473.757126,ok,21.068,
lee-moneda,219,2026-09-20T23:54:33.806+00:00,1789948473.806197,1789948473.807012,ok,0.782,
escribe-sj,179,2026-09-20T23:54:33.803+00:00,1789948473.803097,1789948473.827054,ok,23.891,
lee-limon,174,2026-09-20T23:54:33.826+00:00,1789948473.826773,1789948473.829013,ok,2.204,
lee-sj,187,2026-09-20T23:54:33.826+00:00,1789948473.826061,1789948473.834864,ok,8.776,
escribe-limon,163,2026-09-20T23:54:33.872+00:00,1789948473.872247,1789948473.899056,ok,26.762,
escribe-cruza,163,2026-09-20T23:54:33.936+00:00,1789948473.936089,1789948473.957040,ok,20.911,
lee-moneda,220,2026-09-20T23:54:34.006+00:00,1789948474.006262,1789948474.007957,ok,1.655,
escribe-sj,180,2026-09-20T23:54:34.003+00:00,1789948474.003236,1789948474.025432,ok,22.160,
lee-limon,175,2026-09-20T23:54:34.026+00:00,1789948474.026842,1789948474.028352,ok,1.476,
lee-sj,188,2026-09-20T23:54:34.026+00:00,1789948474.026133,1789948474.033401,ok,7.221,
escribe-limon,164,2026-09-20T23:54:34.072+00:00,1789948474.072330,1789948474.097909,ok,25.541,
escribe-cruza,164,2026-09-20T23:54:34.136+00:00,1789948474.136167,1789948474.160100,ok,23.890,
lee-moneda,221,2026-09-20T23:54:34.206+00:00,1789948474.206331,1789948474.207438,ok,1.071,
escribe-sj,181,2026-09-20T23:54:34.203+00:00,1789948474.203305,1789948474.227012,ok,23.665,
lee-limon,176,2026-09-20T23:54:34.227+00:00,1789948474.227107,1789948474.228614,ok,1.470,
lee-sj,189,2026-09-20T23:54:34.226+00:00,1789948474.226179,1789948474.236939,ok,10.727,
escribe-limon,165,2026-09-20T23:54:34.272+00:00,1789948474.272402,1789948474.293703,ok,21.262,
escribe-cruza,165,2026-09-20T23:54:34.336+00:00,1789948474.336223,1789948474.360585,ok,24.322,
lee-moneda,222,2026-09-20T23:54:34.406+00:00,1789948474.406394,1789948474.407249,ok,0.824,
escribe-sj,182,2026-09-20T23:54:34.403+00:00,1789948474.403406,1789948474.422616,ok,19.173,
lee-limon,177,2026-09-20T23:54:34.427+00:00,1789948474.427191,1789948474.428644,ok,1.421,
lee-sj,190,2026-09-20T23:54:34.426+00:00,1789948474.426249,1789948474.430590,ok,4.308,
escribe-limon,166,2026-09-20T23:54:34.472+00:00,1789948474.472501,1789948474.488783,ok,16.185,
escribe-cruza,166,2026-09-20T23:54:34.536+00:00,1789948474.536293,1789948474.562980,ok,26.645,
lee-moneda,223,2026-09-20T23:54:34.606+00:00,1789948474.606463,1789948474.607419,ok,0.919,
lee-limon,178,2026-09-20T23:54:34.627+00:00,1789948474.627262,1789948474.628870,ok,1.572,
escribe-sj,183,2026-09-20T23:54:34.603+00:00,1789948474.603525,1789948474.629433,ok,25.875,
lee-sj,191,2026-09-20T23:54:34.626+00:00,1789948474.626317,1789948474.637842,ok,11.492,
escribe-limon,167,2026-09-20T23:54:34.672+00:00,1789948474.672580,1789948474.696446,ok,23.830,
escribe-cruza,167,2026-09-20T23:54:34.736+00:00,1789948474.736362,1789948474.759915,ok,23.508,
lee-moneda,224,2026-09-20T23:54:34.806+00:00,1789948474.806544,1789948474.807503,ok,0.923,
escribe-sj,184,2026-09-20T23:54:34.803+00:00,1789948474.803624,1789948474.825547,ok,21.883,
lee-limon,179,2026-09-20T23:54:34.827+00:00,1789948474.827378,1789948474.828931,ok,1.524,
lee-sj,192,2026-09-20T23:54:34.826+00:00,1789948474.826385,1789948474.833638,ok,7.224,
escribe-limon,168,2026-09-20T23:54:34.872+00:00,1789948474.872650,1789948474.897842,ok,25.152,
escribe-cruza,168,2026-09-20T23:54:34.936+00:00,1789948474.936436,1789948474.963632,ok,27.154,
lee-moneda,225,2026-09-20T23:54:35.006+00:00,1789948475.006612,1789948475.007478,ok,0.836,
escribe-sj,185,2026-09-20T23:54:35.003+00:00,1789948475.003716,1789948475.025267,ok,21.506,
lee-limon,180,2026-09-20T23:54:35.027+00:00,1789948475.027415,1789948475.029005,ok,1.554,
lee-sj,193,2026-09-20T23:54:35.026+00:00,1789948475.026453,1789948475.033185,ok,6.692,
escribe-limon,169,2026-09-20T23:54:35.072+00:00,1789948475.072764,1789948475.096758,ok,23.953,
escribe-cruza,169,2026-09-20T23:54:35.136+00:00,1789948475.136538,1789948475.155865,ok,19.287,
lee-moneda,226,2026-09-20T23:54:35.206+00:00,1789948475.206652,1789948475.207621,ok,0.939,
escribe-sj,186,2026-09-20T23:54:35.203+00:00,1789948475.203787,1789948475.227620,ok,23.792,
lee-limon,181,2026-09-20T23:54:35.227+00:00,1789948475.227940,1789948475.229496,ok,1.527,
lee-sj,194,2026-09-20T23:54:35.226+00:00,1789948475.226537,1789948475.236470,ok,9.902,
escribe-limon,170,2026-09-20T23:54:35.272+00:00,1789948475.272856,1789948475.295681,ok,22.781,
escribe-cruza,170,2026-09-20T23:54:35.336+00:00,1789948475.336636,1789948475.370665,ok,33.985,
lee-moneda,227,2026-09-20T23:54:35.406+00:00,1789948475.406718,1789948475.407588,ok,0.834,
escribe-sj,187,2026-09-20T23:54:35.403+00:00,1789948475.403897,1789948475.425499,ok,21.561,
lee-limon,182,2026-09-20T23:54:35.428+00:00,1789948475.428003,1789948475.429447,ok,1.414,
lee-sj,195,2026-09-20T23:54:35.426+00:00,1789948475.426560,1789948475.433356,ok,6.761,
escribe-limon,171,2026-09-20T23:54:35.472+00:00,1789948475.472925,1789948475.496842,ok,23.877,
escribe-cruza,171,2026-09-20T23:54:35.536+00:00,1789948475.536742,1789948475.560992,ok,24.205,
lee-moneda,228,2026-09-20T23:54:35.606+00:00,1789948475.606782,1789948475.607657,ok,0.843,
escribe-sj,188,2026-09-20T23:54:35.604+00:00,1789948475.604005,1789948475.625832,ok,21.782,
lee-limon,183,2026-09-20T23:54:35.628+00:00,1789948475.628041,1789948475.629561,ok,1.460,
lee-sj,196,2026-09-20T23:54:35.626+00:00,1789948475.626627,1789948475.633954,ok,7.292,
escribe-limon,172,2026-09-20T23:54:35.673+00:00,1789948475.673008,1789948475.695041,ok,21.994,
escribe-cruza,172,2026-09-20T23:54:35.736+00:00,1789948475.736813,1789948475.761759,ok,24.908,
lee-moneda,229,2026-09-20T23:54:35.806+00:00,1789948475.806862,1789948475.807932,ok,1.037,
escribe-sj,189,2026-09-20T23:54:35.804+00:00,1789948475.804093,1789948475.827206,ok,23.081,
lee-limon,184,2026-09-20T23:54:35.828+00:00,1789948475.828129,1789948475.829878,ok,1.719,
lee-sj,197,2026-09-20T23:54:35.826+00:00,1789948475.826699,1789948475.835349,ok,8.624,
escribe-limon,173,2026-09-20T23:54:35.873+00:00,1789948475.873079,1789948475.897291,ok,24.171,
escribe-cruza,173,2026-09-20T23:54:35.936+00:00,1789948475.936919,1789948475.960032,ok,23.065,
lee-moneda,230,2026-09-20T23:54:36.006+00:00,1789948476.006892,1789948476.008085,ok,1.139,
escribe-sj,190,2026-09-20T23:54:36.004+00:00,1789948476.004203,1789948476.025197,ok,20.944,
lee-limon,185,2026-09-20T23:54:36.028+00:00,1789948476.028185,1789948476.029905,ok,1.686,
lee-sj,198,2026-09-20T23:54:36.026+00:00,1789948476.026796,1789948476.033031,ok,6.201,
escribe-limon,174,2026-09-20T23:54:36.073+00:00,1789948476.073191,1789948476.098849,ok,25.616,
escribe-cruza,174,2026-09-20T23:54:36.137+00:00,1789948476.137028,1789948476.161124,ok,24.056,
lee-moneda,231,2026-09-20T23:54:36.206+00:00,1789948476.206964,1789948476.207869,ok,0.871,
escribe-sj,191,2026-09-20T23:54:36.204+00:00,1789948476.204274,1789948476.223952,ok,19.645,
lee-limon,186,2026-09-20T23:54:36.228+00:00,1789948476.228253,1789948476.230144,ok,1.847,
lee-sj,199,2026-09-20T23:54:36.226+00:00,1789948476.226862,1789948476.233419,ok,6.530,
escribe-limon,175,2026-09-20T23:54:36.273+00:00,1789948476.273273,1789948476.298210,ok,24.896,
escribe-cruza,175,2026-09-20T23:54:36.337+00:00,1789948476.337097,1789948476.366306,ok,29.164,
lee-moneda,232,2026-09-20T23:54:36.407+00:00,1789948476.407364,1789948476.408304,ok,0.900,
escribe-sj,192,2026-09-20T23:54:36.404+00:00,1789948476.404342,1789948476.427696,ok,23.298,
lee-limon,187,2026-09-20T23:54:36.428+00:00,1789948476.428319,1789948476.429816,ok,1.465,
lee-sj,200,2026-09-20T23:54:36.426+00:00,1789948476.426937,1789948476.435853,ok,8.888,
escribe-limon,176,2026-09-20T23:54:36.473+00:00,1789948476.473341,1789948476.498198,ok,24.805,
escribe-cruza,176,2026-09-20T23:54:36.537+00:00,1789948476.537170,1789948476.563623,ok,26.411,
lee-moneda,233,2026-09-20T23:54:36.607+00:00,1789948476.607636,1789948476.609366,ok,1.694,
lee-limon,188,2026-09-20T23:54:36.628+00:00,1789948476.628403,1789948476.630246,ok,1.795,
escribe-sj,193,2026-09-20T23:54:36.606+00:00,1789948476.606858,1789948476.643684,ok,36.786,
lee-sj,201,2026-09-20T23:54:36.627+00:00,1789948476.627007,1789948476.651860,ok,24.825,
escribe-limon,177,2026-09-20T23:54:36.673+00:00,1789948476.673412,1789948476.699559,ok,26.066,
escribe-cruza,177,2026-09-20T23:54:36.737+00:00,1789948476.737217,1789948476.777030,ok,39.778,
lee-moneda,234,2026-09-20T23:54:36.807+00:00,1789948476.807701,1789948476.809397,ok,1.666,
escribe-sj,194,2026-09-20T23:54:36.806+00:00,1789948476.806926,1789948476.828959,ok,21.995,
lee-limon,189,2026-09-20T23:54:36.828+00:00,1789948476.828487,1789948476.830567,ok,2.048,
lee-sj,202,2026-09-20T23:54:36.827+00:00,1789948476.827086,1789948476.836898,ok,9.775,
escribe-limon,178,2026-09-20T23:54:36.873+00:00,1789948476.873482,1789948476.898362,ok,24.836,
escribe-cruza,178,2026-09-20T23:54:36.937+00:00,1789948476.937302,1789948476.960260,ok,22.918,
lee-moneda,235,2026-09-20T23:54:37.007+00:00,1789948477.007770,1789948477.008670,ok,0.866,
escribe-sj,195,2026-09-20T23:54:37.007+00:00,1789948477.007034,1789948477.029989,ok,22.914,
lee-limon,190,2026-09-20T23:54:37.028+00:00,1789948477.028554,1789948477.030556,ok,1.965,
lee-sj,203,2026-09-20T23:54:37.027+00:00,1789948477.027170,1789948477.038234,ok,11.037,
escribe-limon,179,2026-09-20T23:54:37.073+00:00,1789948477.073552,1789948477.098059,ok,24.469,
escribe-cruza,179,2026-09-20T23:54:37.137+00:00,1789948477.137373,1789948477.160649,ok,23.236,
lee-moneda,236,2026-09-20T23:54:37.207+00:00,1789948477.207835,1789948477.209806,ok,1.941,
lee-limon,191,2026-09-20T23:54:37.228+00:00,1789948477.228631,1789948477.230452,ok,1.787,
escribe-sj,196,2026-09-20T23:54:37.207+00:00,1789948477.207118,1789948477.231379,ok,24.230,
lee-sj,204,2026-09-20T23:54:37.227+00:00,1789948477.227252,1789948477.239131,ok,11.842,
escribe-limon,180,2026-09-20T23:54:37.273+00:00,1789948477.273654,1789948477.298105,ok,24.412,
escribe-cruza,180,2026-09-20T23:54:37.337+00:00,1789948477.337444,1789948477.360180,ok,22.691,
lee-moneda,237,2026-09-20T23:54:37.407+00:00,1789948477.407898,1789948477.408712,ok,0.787,
escribe-sj,197,2026-09-20T23:54:37.407+00:00,1789948477.407234,1789948477.424598,ok,17.322,
lee-limon,192,2026-09-20T23:54:37.428+00:00,1789948477.428697,1789948477.430322,ok,1.598,
lee-sj,205,2026-09-20T23:54:37.427+00:00,1789948477.427320,1789948477.432420,ok,5.073,
escribe-limon,181,2026-09-20T23:54:37.473+00:00,1789948477.473773,1789948477.497777,ok,23.961,
escribe-cruza,181,2026-09-20T23:54:37.537+00:00,1789948477.537551,1789948477.559432,ok,21.825,
lee-moneda,238,2026-09-20T23:54:37.607+00:00,1789948477.607966,1789948477.608883,ok,0.883,
lee-limon,193,2026-09-20T23:54:37.628+00:00,1789948477.628777,1789948477.630372,ok,1.559,
escribe-sj,198,2026-09-20T23:54:37.607+00:00,1789948477.607303,1789948477.630568,ok,23.247,
lee-sj,206,2026-09-20T23:54:37.627+00:00,1789948477.627374,1789948477.638718,ok,11.310,
escribe-limon,182,2026-09-20T23:54:37.673+00:00,1789948477.673844,1789948477.698072,ok,24.185,
escribe-cruza,182,2026-09-20T23:54:37.737+00:00,1789948477.737623,1789948477.762928,ok,25.238,
lee-moneda,239,2026-09-20T23:54:37.808+00:00,1789948477.808073,1789948477.808843,ok,0.743,
lee-limon,194,2026-09-20T23:54:37.828+00:00,1789948477.828873,1789948477.830375,ok,1.472,
escribe-sj,199,2026-09-20T23:54:37.807+00:00,1789948477.807371,1789948477.833258,ok,25.847,
lee-sj,207,2026-09-20T23:54:37.827+00:00,1789948477.827469,1789948477.841582,ok,14.076,
escribe-limon,183,2026-09-20T23:54:37.873+00:00,1789948477.873912,1789948477.897515,ok,23.562,
escribe-cruza,183,2026-09-20T23:54:37.937+00:00,1789948477.937694,1789948477.955113,ok,17.387,
lee-moneda,240,2026-09-20T23:54:38.008+00:00,1789948478.008195,1789948478.009074,ok,0.844,
escribe-sj,200,2026-09-20T23:54:38.007+00:00,1789948478.007440,1789948478.028218,ok,20.702,
lee-limon,195,2026-09-20T23:54:38.028+00:00,1789948478.028943,1789948478.030487,ok,1.513,
lee-sj,208,2026-09-20T23:54:38.027+00:00,1789948478.027572,1789948478.034832,ok,7.228,
escribe-limon,184,2026-09-20T23:54:38.073+00:00,1789948478.073987,1789948478.097740,ok,23.702,
escribe-cruza,184,2026-09-20T23:54:38.137+00:00,1789948478.137830,1789948478.154603,ok,16.734,
lee-moneda,241,2026-09-20T23:54:38.208+00:00,1789948478.208261,1789948478.209145,ok,0.848,
escribe-sj,201,2026-09-20T23:54:38.207+00:00,1789948478.207510,1789948478.221852,ok,14.302,
lee-sj,209,2026-09-20T23:54:38.227+00:00,1789948478.227640,1789948478.229649,ok,1.974,
lee-limon,196,2026-09-20T23:54:38.229+00:00,1789948478.229136,1789948478.230632,ok,1.468,
escribe-limon,185,2026-09-20T23:54:38.274+00:00,1789948478.274110,1789948478.296231,ok,22.083,
escribe-cruza,185,2026-09-20T23:54:38.337+00:00,1789948478.337898,1789948478.359500,ok,21.568,
lee-moneda,242,2026-09-20T23:54:38.408+00:00,1789948478.408323,1789948478.409209,ok,0.849,
escribe-sj,202,2026-09-20T23:54:38.407+00:00,1789948478.407579,1789948478.429415,ok,21.796,
lee-limon,197,2026-09-20T23:54:38.429+00:00,1789948478.429191,1789948478.430921,ok,1.676,
lee-sj,210,2026-09-20T23:54:38.427+00:00,1789948478.427708,1789948478.437629,ok,9.889,
escribe-limon,186,2026-09-20T23:54:38.474+00:00,1789948478.474196,1789948478.499962,ok,25.725,
escribe-cruza,186,2026-09-20T23:54:38.537+00:00,1789948478.537967,1789948478.561177,ok,23.159,
lee-moneda,243,2026-09-20T23:54:38.608+00:00,1789948478.608387,1789948478.609271,ok,0.851,
escribe-sj,203,2026-09-20T23:54:38.607+00:00,1789948478.607649,1789948478.628094,ok,20.377,
lee-limon,198,2026-09-20T23:54:38.629+00:00,1789948478.629257,1789948478.631209,ok,1.919,
lee-sj,211,2026-09-20T23:54:38.627+00:00,1789948478.627798,1789948478.636065,ok,8.238,
escribe-limon,187,2026-09-20T23:54:38.674+00:00,1789948478.674266,1789948478.698961,ok,24.655,
escribe-cruza,187,2026-09-20T23:54:38.738+00:00,1789948478.738037,1789948478.761486,ok,23.409,
lee-moneda,244,2026-09-20T23:54:38.808+00:00,1789948478.808450,1789948478.809355,ok,0.869,
escribe-sj,204,2026-09-20T23:54:38.807+00:00,1789948478.807747,1789948478.831208,ok,23.403,
lee-limon,199,2026-09-20T23:54:38.829+00:00,1789948478.829326,1789948478.831504,ok,2.154,
lee-sj,212,2026-09-20T23:54:38.827+00:00,1789948478.827866,1789948478.839942,ok,12.047,
escribe-limon,188,2026-09-20T23:54:38.874+00:00,1789948478.874346,1789948478.898659,ok,24.275,
escribe-cruza,188,2026-09-20T23:54:38.938+00:00,1789948478.938143,1789948478.965081,ok,26.898,
lee-moneda,245,2026-09-20T23:54:39.008+00:00,1789948479.008515,1789948479.009479,ok,0.926,
escribe-sj,205,2026-09-20T23:54:39.007+00:00,1789948479.007867,1789948479.022284,ok,14.371,
lee-sj,213,2026-09-20T23:54:39.027+00:00,1789948479.027933,1789948479.030063,ok,2.091,
lee-limon,200,2026-09-20T23:54:39.029+00:00,1789948479.029396,1789948479.031116,ok,1.599,
escribe-limon,189,2026-09-20T23:54:39.074+00:00,1789948479.074448,1789948479.098513,ok,24.027,
escribe-cruza,189,2026-09-20T23:54:39.138+00:00,1789948479.138227,1789948479.162048,ok,23.781,
lee-moneda,246,2026-09-20T23:54:39.208+00:00,1789948479.208580,1789948479.209532,ok,0.919,
lee-limon,201,2026-09-20T23:54:39.229+00:00,1789948479.229464,1789948479.231216,ok,1.709,
escribe-sj,206,2026-09-20T23:54:39.207+00:00,1789948479.207937,1789948479.231880,ok,23.902,
lee-sj,214,2026-09-20T23:54:39.227+00:00,1789948479.227963,1789948479.240207,ok,12.214,
escribe-limon,190,2026-09-20T23:54:39.274+00:00,1789948479.274523,1789948479.314139,ok,39.540,
escribe-cruza,190,2026-09-20T23:54:39.338+00:00,1789948479.338295,1789948479.359039,ok,20.702,
lee-moneda,247,2026-09-20T23:54:39.408+00:00,1789948479.408645,1789948479.409677,ok,0.997,
escribe-sj,207,2026-09-20T23:54:39.408+00:00,1789948479.408005,1789948479.429201,ok,21.136,
lee-limon,202,2026-09-20T23:54:39.429+00:00,1789948479.429517,1789948479.431409,ok,1.856,
lee-sj,215,2026-09-20T23:54:39.428+00:00,1789948479.428047,1789948479.437362,ok,9.283,
escribe-limon,191,2026-09-20T23:54:39.474+00:00,1789948479.474602,1789948479.501670,ok,27.024,
escribe-cruza,191,2026-09-20T23:54:39.538+00:00,1789948479.538366,1789948479.561488,ok,23.089,
lee-moneda,248,2026-09-20T23:54:39.608+00:00,1789948479.608706,1789948479.609904,ok,1.155,
escribe-sj,208,2026-09-20T23:54:39.608+00:00,1789948479.608077,1789948479.628590,ok,20.478,
lee-limon,203,2026-09-20T23:54:39.629+00:00,1789948479.629613,1789948479.631465,ok,1.822,
lee-sj,216,2026-09-20T23:54:39.628+00:00,1789948479.628133,1789948479.636885,ok,8.690,
escribe-limon,192,2026-09-20T23:54:39.674+00:00,1789948479.674725,1789948479.697909,ok,23.143,
escribe-cruza,192,2026-09-20T23:54:39.738+00:00,1789948479.738447,1789948479.762816,ok,24.326,
lee-moneda,249,2026-09-20T23:54:39.808+00:00,1789948479.808757,1789948479.809650,ok,0.858,
lee-limon,204,2026-09-20T23:54:39.829+00:00,1789948479.829680,1789948479.831471,ok,1.764,
escribe-sj,209,2026-09-20T23:54:39.808+00:00,1789948479.808146,1789948479.832784,ok,24.597,
lee-sj,217,2026-09-20T23:54:39.828+00:00,1789948479.828179,1789948479.841135,ok,12.922,
escribe-limon,193,2026-09-20T23:54:39.874+00:00,1789948479.874794,1789948479.901874,ok,27.040,
escribe-cruza,193,2026-09-20T23:54:39.938+00:00,1789948479.938516,1789948479.962308,ok,23.748,
lee-moneda,250,2026-09-20T23:54:40.008+00:00,1789948480.008824,1789948480.009738,ok,0.884,
lee-limon,205,2026-09-20T23:54:40.029+00:00,1789948480.029749,1789948480.031285,ok,1.508,
escribe-sj,210,2026-09-20T23:54:40.008+00:00,1789948480.008213,1789948480.032598,ok,24.244,
lee-sj,218,2026-09-20T23:54:40.028+00:00,1789948480.028249,1789948480.040533,ok,12.251,
escribe-limon,194,2026-09-20T23:54:40.074+00:00,1789948480.074900,1789948480.096019,ok,21.081,
escribe-cruza,194,2026-09-20T23:54:40.138+00:00,1789948480.138586,1789948480.163928,ok,25.308,
lee-moneda,251,2026-09-20T23:54:40.208+00:00,1789948480.208888,1789948480.209744,ok,0.823,
lee-limon,206,2026-09-20T23:54:40.229+00:00,1789948480.229818,1789948480.231314,ok,1.464,
escribe-sj,211,2026-09-20T23:54:40.208+00:00,1789948480.208288,1789948480.232975,ok,24.646,
lee-sj,219,2026-09-20T23:54:40.228+00:00,1789948480.228356,1789948480.241395,ok,13.006,
escribe-limon,195,2026-09-20T23:54:40.274+00:00,1789948480.274969,1789948480.299960,ok,24.951,
escribe-cruza,195,2026-09-20T23:54:40.338+00:00,1789948480.338705,1789948480.369553,ok,30.801,
lee-moneda,252,2026-09-20T23:54:40.408+00:00,1789948480.408944,1789948480.409808,ok,0.830,
lee-limon,207,2026-09-20T23:54:40.429+00:00,1789948480.429883,1789948480.431371,ok,1.455,
escribe-sj,212,2026-09-20T23:54:40.408+00:00,1789948480.408357,1789948480.432922,ok,24.511,
lee-sj,220,2026-09-20T23:54:40.428+00:00,1789948480.428425,1789948480.442979,ok,14.522,
escribe-limon,196,2026-09-20T23:54:40.475+00:00,1789948480.475038,1789948480.497196,ok,22.104,
escribe-cruza,196,2026-09-20T23:54:40.538+00:00,1789948480.538776,1789948480.563637,ok,24.819,
lee-moneda,253,2026-09-20T23:54:40.609+00:00,1789948480.609017,1789948480.609931,ok,0.879,
lee-limon,208,2026-09-20T23:54:40.629+00:00,1789948480.629951,1789948480.631488,ok,1.500,
escribe-sj,213,2026-09-20T23:54:40.608+00:00,1789948480.608428,1789948480.632600,ok,24.122,
lee-sj,221,2026-09-20T23:54:40.628+00:00,1789948480.628495,1789948480.641862,ok,13.321,
escribe-limon,197,2026-09-20T23:54:40.675+00:00,1789948480.675146,1789948480.698053,ok,22.867,
escribe-cruza,197,2026-09-20T23:54:40.738+00:00,1789948480.738852,1789948480.781459,ok,42.560,
lee-moneda,254,2026-09-20T23:54:40.809+00:00,1789948480.809084,1789948480.810067,ok,0.949,
escribe-sj,214,2026-09-20T23:54:40.808+00:00,1789948480.808497,1789948480.827471,ok,18.910,
lee-limon,209,2026-09-20T23:54:40.830+00:00,1789948480.830019,1789948480.831389,ok,1.341,
lee-sj,222,2026-09-20T23:54:40.828+00:00,1789948480.828560,1789948480.835195,ok,6.594,
escribe-limon,198,2026-09-20T23:54:40.875+00:00,1789948480.875181,1789948480.911506,ok,36.285,
escribe-cruza,198,2026-09-20T23:54:40.938+00:00,1789948480.938937,1789948480.960268,ok,21.295,
lee-moneda,255,2026-09-20T23:54:41.009+00:00,1789948481.009126,1789948481.010047,ok,0.887,
lee-limon,210,2026-09-20T23:54:41.030+00:00,1789948481.030080,1789948481.031625,ok,1.506,
escribe-sj,215,2026-09-20T23:54:41.008+00:00,1789948481.008569,1789948481.031770,ok,23.182,
lee-sj,223,2026-09-20T23:54:41.028+00:00,1789948481.028649,1789948481.040446,ok,11.770,
escribe-limon,199,2026-09-20T23:54:41.075+00:00,1789948481.075249,1789948481.097410,ok,22.121,
escribe-cruza,199,2026-09-20T23:54:41.139+00:00,1789948481.139046,1789948481.162551,ok,23.461,
lee-moneda,256,2026-09-20T23:54:41.209+00:00,1789948481.209168,1789948481.210033,ok,0.832,
lee-limon,211,2026-09-20T23:54:41.230+00:00,1789948481.230143,1789948481.231597,ok,1.425,
lee-moneda,257,2026-09-20T23:54:41.409+00:00,1789948481.409239,1789948481.410235,ok,0.965,
lee-moneda,258,2026-09-20T23:54:41.609+00:00,1789948481.609317,1789948481.610452,ok,1.103,
lee-moneda,259,2026-09-20T23:54:41.809+00:00,1789948481.809406,1789948481.810368,ok,0.931,
lee-moneda,260,2026-09-20T23:54:42.009+00:00,1789948482.009478,1789948482.010599,ok,1.093,
lee-moneda,261,2026-09-20T23:54:42.209+00:00,1789948482.209550,1789948482.210413,ok,0.837,
escribe-sj,216,2026-09-20T23:54:41.208+00:00,1789948481.208639,1789948482.353557,ok,1144.856,
escribe-limon,200,2026-09-20T23:54:41.275+00:00,1789948481.275316,1789948482.354125,ok,1078.775,
lee-moneda,262,2026-09-20T23:54:42.409+00:00,1789948482.409658,1789948482.410693,ok,1.007,
lee-sj,224,2026-09-20T23:54:41.228+00:00,1789948481.228718,1789948482.447134,ok,1218.376,
lee-limon,212,2026-09-20T23:54:41.430+00:00,1789948481.430206,1789948482.448911,ok,1018.635,
lee-moneda,263,2026-09-20T23:54:42.609+00:00,1789948482.609766,1789948482.610797,ok,1.003,
escribe-sj,217,2026-09-20T23:54:42.353+00:00,1789948482.353738,1789948482.662117,ok,308.340,
lee-sj,225,2026-09-20T23:54:42.447+00:00,1789948482.447472,1789948482.708235,ok,260.722,
lee-sj,226,2026-09-20T23:54:42.708+00:00,1789948482.708358,1789948482.710029,ok,1.636,
lee-moneda,264,2026-09-20T23:54:42.809+00:00,1789948482.809803,1789948482.810788,ok,0.924,
escribe-sj,218,2026-09-20T23:54:42.662+00:00,1789948482.662250,1789948482.865834,ok,203.530,
lee-sj,227,2026-09-20T23:54:42.908+00:00,1789948482.908474,1789948482.951661,ok,43.152,
lee-moneda,265,2026-09-20T23:54:43.009+00:00,1789948483.009874,1789948483.010877,ok,0.969,
escribe-cruza,200,2026-09-20T23:54:41.339+00:00,1789948481.339119,1789948483.120398,ok,1781.240,
lee-moneda,266,2026-09-20T23:54:43.209+00:00,1789948483.209941,1789948483.210994,ok,1.021,
escribe-limon,201,2026-09-20T23:54:42.355+00:00,1789948482.355248,1789948483.379894,ok,1024.604,
lee-moneda,267,2026-09-20T23:54:43.410+00:00,1789948483.410007,1789948483.410899,ok,0.860,
escribe-sj,219,2026-09-20T23:54:42.865+00:00,1789948482.865959,1789948483.454696,ok,588.698,
lee-limon,213,2026-09-20T23:54:42.449+00:00,1789948482.449071,1789948483.454873,ok,1005.726,
lee-limon,214,2026-09-20T23:54:43.455+00:00,1789948483.455168,1789948483.456951,ok,1.753,
lee-sj,228,2026-09-20T23:54:43.108+00:00,1789948483.108581,1789948483.510317,ok,401.671,
lee-sj,229,2026-09-20T23:54:43.510+00:00,1789948483.510572,1789948483.511877,ok,1.274,
lee-moneda,268,2026-09-20T23:54:43.610+00:00,1789948483.610078,1789948483.611058,ok,0.947,
escribe-limon,202,2026-09-20T23:54:43.380+00:00,1789948483.380103,1789948483.662645,ok,282.500,
lee-moneda,269,2026-09-20T23:54:43.810+00:00,1789948483.810147,1789948483.811163,ok,0.978,
lee-moneda,270,2026-09-20T23:54:44.914+00:00,1789948484.914352,1789948484.915506,ok,1.124,
lee-moneda,271,2026-09-20T23:54:45.114+00:00,1789948485.114418,1789948485.115506,ok,1.047,
