caso,intento,inicio_utc,inicio_epoch,fin_epoch,estado,latencia_ms,error
lee-limon,82,2026-09-20T23:54:15.418+00:00,1789948455.418695,1789948455.420275,ok,1.547,
lee-sj,95,2026-09-20T23:54:15.412+00:00,1789948455.412558,1789948455.426810,ok,14.224,
escribe-limon,71,2026-09-20T23:54:15.463+00:00,1789948455.463804,1789948455.488066,ok,24.222,
escribe-cruza,71,2026-09-20T23:54:15.528+00:00,1789948455.528356,1789948455.551823,ok,23.426,
lee-moneda,128,2026-09-20T23:54:15.598+00:00,1789948455.598068,1789948455.599613,ok,1.514,
escribe-sj,88,2026-09-20T23:54:15.595+00:00,1789948455.595186,1789948455.618676,ok,23.405,
lee-limon,83,2026-09-20T23:54:15.618+00:00,1789948455.618762,1789948455.620269,ok,1.479,
lee-sj,96,2026-09-20T23:54:15.612+00:00,1789948455.612657,1789948455.626690,ok,14.001,
escribe-limon,72,2026-09-20T23:54:15.663+00:00,1789948455.663887,1789948455.687881,ok,23.958,
escribe-cruza,72,2026-09-20T23:54:15.728+00:00,1789948455.728425,1789948455.756029,ok,27.567,
lee-moneda,129,2026-09-20T23:54:15.798+00:00,1789948455.798140,1789948455.799530,ok,1.356,
escribe-sj,89,2026-09-20T23:54:15.795+00:00,1789948455.795258,1789948455.818351,ok,23.042,
lee-limon,84,2026-09-20T23:54:15.818+00:00,1789948455.818829,1789948455.820288,ok,1.430,
lee-sj,97,2026-09-20T23:54:15.812+00:00,1789948455.812727,1789948455.826758,ok,14.001,
escribe-limon,73,2026-09-20T23:54:15.863+00:00,1789948455.863995,1789948455.888228,ok,24.154,
escribe-cruza,73,2026-09-20T23:54:15.928+00:00,1789948455.928526,1789948455.952774,ok,24.208,
lee-moneda,130,2026-09-20T23:54:15.998+00:00,1789948455.998181,1789948455.998980,ok,0.763,
escribe-sj,90,2026-09-20T23:54:15.995+00:00,1789948455.995328,1789948456.016275,ok,20.845,
lee-limon,85,2026-09-20T23:54:16.018+00:00,1789948456.018895,1789948456.020338,ok,1.409,
lee-sj,98,2026-09-20T23:54:16.012+00:00,1789948456.012835,1789948456.023992,ok,11.128,
escribe-limon,74,2026-09-20T23:54:16.064+00:00,1789948456.064080,1789948456.088866,ok,24.747,
escribe-cruza,74,2026-09-20T23:54:16.128+00:00,1789948456.128594,1789948456.147419,ok,18.787,
lee-moneda,131,2026-09-20T23:54:16.198+00:00,1789948456.198247,1789948456.199127,ok,0.844,
escribe-sj,91,2026-09-20T23:54:16.195+00:00,1789948456.195396,1789948456.213202,ok,17.778,
lee-limon,86,2026-09-20T23:54:16.218+00:00,1789948456.218982,1789948456.220734,ok,1.680,
lee-sj,99,2026-09-20T23:54:16.212+00:00,1789948456.212912,1789948456.221025,ok,8.085,
escribe-limon,75,2026-09-20T23:54:16.264+00:00,1789948456.264187,1789948456.287643,ok,23.422,
escribe-cruza,75,2026-09-20T23:54:16.328+00:00,1789948456.328704,1789948456.350303,ok,21.565,
lee-moneda,132,2026-09-20T23:54:16.398+00:00,1789948456.398315,1789948456.399245,ok,0.893,
escribe-sj,92,2026-09-20T23:54:16.395+00:00,1789948456.395517,1789948456.419101,ok,23.522,
lee-limon,87,2026-09-20T23:54:16.419+00:00,1789948456.419150,1789948456.421184,ok,1.963,
lee-sj,100,2026-09-20T23:54:16.413+00:00,1789948456.413003,1789948456.427873,ok,14.838,
escribe-limon,76,2026-09-20T23:54:16.464+00:00,1789948456.464252,1789948456.490090,ok,25.805,
escribe-cruza,76,2026-09-20T23:54:16.528+00:00,1789948456.528823,1789948456.553144,ok,24.288,
lee-moneda,133,2026-09-20T23:54:16.598+00:00,1789948456.598383,1789948456.599741,ok,1.292,
lee-limon,88,2026-09-20T23:54:16.619+00:00,1789948456.619174,1789948456.620714,ok,1.510,
escribe-sj,93,2026-09-20T23:54:16.595+00:00,1789948456.595592,1789948456.622580,ok,26.937,
lee-sj,101,2026-09-20T23:54:16.613+00:00,1789948456.613042,1789948456.630632,ok,17.560,
escribe-limon,77,2026-09-20T23:54:16.664+00:00,1789948456.664323,1789948456.687936,ok,23.577,
escribe-cruza,77,2026-09-20T23:54:16.728+00:00,1789948456.728930,1789948456.762283,ok,33.314,
lee-moneda,134,2026-09-20T23:54:16.798+00:00,1789948456.798473,1789948456.799358,ok,0.850,
escribe-sj,94,2026-09-20T23:54:16.795+00:00,1789948456.795663,1789948456.818570,ok,22.868,
lee-limon,89,2026-09-20T23:54:16.819+00:00,1789948456.819238,1789948456.820940,ok,1.671,
lee-sj,102,2026-09-20T23:54:16.813+00:00,1789948456.813116,1789948456.826894,ok,13.750,
escribe-limon,78,2026-09-20T23:54:16.864+00:00,1789948456.864393,1789948456.888455,ok,24.022,
escribe-cruza,78,2026-09-20T23:54:16.929+00:00,1789948456.929036,1789948456.952229,ok,23.151,
lee-moneda,135,2026-09-20T23:54:16.998+00:00,1789948456.998685,1789948457.000558,ok,1.834,
lee-limon,90,2026-09-20T23:54:17.019+00:00,1789948457.019313,1789948457.020825,ok,1.481,
escribe-sj,95,2026-09-20T23:54:16.995+00:00,1789948456.995736,1789948457.022171,ok,26.369,
lee-sj,103,2026-09-20T23:54:17.013+00:00,1789948457.013178,1789948457.032979,ok,19.759,
escribe-limon,79,2026-09-20T23:54:17.064+00:00,1789948457.064467,1789948457.098311,ok,33.809,
escribe-cruza,79,2026-09-20T23:54:17.129+00:00,1789948457.129147,1789948457.153880,ok,24.692,
lee-moneda,136,2026-09-20T23:54:17.198+00:00,1789948457.198768,1789948457.199967,ok,1.129,
escribe-sj,96,2026-09-20T23:54:17.195+00:00,1789948457.195856,1789948457.209499,ok,13.571,
lee-sj,104,2026-09-20T23:54:17.213+00:00,1789948457.213259,1789948457.217126,ok,3.836,
lee-limon,91,2026-09-20T23:54:17.219+00:00,1789948457.219386,1789948457.220827,ok,1.415,
escribe-limon,80,2026-09-20T23:54:17.264+00:00,1789948457.264575,1789948457.280620,ok,16.004,
escribe-cruza,80,2026-09-20T23:54:17.329+00:00,1789948457.329175,1789948457.352319,ok,23.104,
lee-moneda,137,2026-09-20T23:54:17.398+00:00,1789948457.398968,1789948457.399984,ok,0.984,
escribe-sj,97,2026-09-20T23:54:17.395+00:00,1789948457.395955,1789948457.419870,ok,23.876,
lee-limon,92,2026-09-20T23:54:17.419+00:00,1789948457.419459,1789948457.421182,ok,1.682,
lee-sj,105,2026-09-20T23:54:17.413+00:00,1789948457.413328,1789948457.428975,ok,15.615,
escribe-limon,81,2026-09-20T23:54:17.464+00:00,1789948457.464674,1789948457.486514,ok,21.801,
escribe-cruza,81,2026-09-20T23:54:17.529+00:00,1789948457.529224,1789948457.552598,ok,23.329,
lee-moneda,138,2026-09-20T23:54:17.599+00:00,1789948457.599039,1789948457.599979,ok,0.904,
escribe-sj,98,2026-09-20T23:54:17.596+00:00,1789948457.596025,1789948457.619293,ok,23.229,
lee-limon,93,2026-09-20T23:54:17.619+00:00,1789948457.619553,1789948457.621088,ok,1.487,
lee-sj,106,2026-09-20T23:54:17.613+00:00,1789948457.613429,1789948457.627993,ok,14.535,
escribe-limon,82,2026-09-20T23:54:17.664+00:00,1789948457.664781,1789948457.686895,ok,22.076,
escribe-cruza,82,2026-09-20T23:54:17.729+00:00,1789948457.729295,1789948457.746693,ok,17.363,
lee-moneda,139,2026-09-20T23:54:17.799+00:00,1789948457.799106,1789948457.800179,ok,1.021,
lee-limon,94,2026-09-20T23:54:17.819+00:00,1789948457.819625,1789948457.821489,ok,1.827,
escribe-sj,99,2026-09-20T23:54:17.796+00:00,1789948457.796146,1789948457.827729,ok,31.531,
lee-sj,107,2026-09-20T23:54:17.813+00:00,1789948457.813541,1789948457.836533,ok,22.961,
escribe-limon,83,2026-09-20T23:54:17.864+00:00,1789948457.864851,1789948457.889102,ok,24.185,
escribe-cruza,83,2026-09-20T23:54:17.929+00:00,1789948457.929365,1789948457.953586,ok,24.182,
lee-moneda,140,2026-09-20T23:54:17.999+00:00,1789948457.999183,1789948457.999963,ok,0.749,
escribe-sj,100,2026-09-20T23:54:17.996+00:00,1789948457.996226,1789948458.020263,ok,23.970,
lee-limon,95,2026-09-20T23:54:18.019+00:00,1789948458.019697,1789948458.022118,ok,2.388,
lee-sj,108,2026-09-20T23:54:18.013+00:00,1789948458.013651,1789948458.028652,ok,14.974,
escribe-limon,84,2026-09-20T23:54:18.064+00:00,1789948458.064924,1789948458.088737,ok,23.759,
escribe-cruza,84,2026-09-20T23:54:18.129+00:00,1789948458.129451,1789948458.153868,ok,24.377,
lee-moneda,141,2026-09-20T23:54:18.199+00:00,1789948458.199252,1789948458.200279,ok,0.965,
escribe-sj,101,2026-09-20T23:54:18.196+00:00,1789948458.196295,1789948458.210454,ok,14.119,
lee-sj,109,2026-09-20T23:54:18.213+00:00,1789948458.213717,1789948458.218407,ok,4.660,
lee-limon,96,2026-09-20T23:54:18.219+00:00,1789948458.219761,1789948458.221170,ok,1.369,
escribe-limon,85,2026-09-20T23:54:18.264+00:00,1789948458.264993,1789948458.289053,ok,24.019,
escribe-cruza,85,2026-09-20T23:54:18.329+00:00,1789948458.329554,1789948458.355062,ok,25.465,
lee-moneda,142,2026-09-20T23:54:18.399+00:00,1789948458.399315,1789948458.400361,ok,0.984,
escribe-sj,102,2026-09-20T23:54:18.396+00:00,1789948458.396364,1789948458.419011,ok,22.609,
lee-limon,97,2026-09-20T23:54:18.419+00:00,1789948458.419829,1789948458.421469,ok,1.560,
lee-sj,110,2026-09-20T23:54:18.413+00:00,1789948458.413800,1789948458.427334,ok,13.508,
escribe-limon,86,2026-09-20T23:54:18.465+00:00,1789948458.465066,1789948458.489826,ok,24.725,
escribe-cruza,86,2026-09-20T23:54:18.529+00:00,1789948458.529625,1789948458.552865,ok,23.207,
lee-moneda,143,2026-09-20T23:54:18.599+00:00,1789948458.599397,1789948458.600649,ok,1.184,
escribe-sj,103,2026-09-20T23:54:18.596+00:00,1789948458.596466,1789948458.621031,ok,24.524,
lee-limon,98,2026-09-20T23:54:18.619+00:00,1789948458.619898,1789948458.621601,ok,1.670,
lee-sj,111,2026-09-20T23:54:18.613+00:00,1789948458.613869,1789948458.629206,ok,15.308,
escribe-limon,87,2026-09-20T23:54:18.665+00:00,1789948458.665253,1789948458.687123,ok,21.776,
escribe-cruza,87,2026-09-20T23:54:18.729+00:00,1789948458.729696,1789948458.753868,ok,24.101,
lee-moneda,144,2026-09-20T23:54:18.799+00:00,1789948458.799470,1789948458.800383,ok,0.877,
lee-limon,99,2026-09-20T23:54:18.820+00:00,1789948458.820007,1789948458.821609,ok,1.564,
escribe-sj,104,2026-09-20T23:54:18.796+00:00,1789948458.796578,1789948458.821888,ok,25.254,
lee-sj,112,2026-09-20T23:54:18.813+00:00,1789948458.813941,1789948458.830145,ok,16.150,
escribe-limon,88,2026-09-20T23:54:18.865+00:00,1789948458.865360,1789948458.889645,ok,24.160,
escribe-cruza,88,2026-09-20T23:54:18.929+00:00,1789948458.929834,1789948458.951152,ok,21.280,
lee-moneda,145,2026-09-20T23:54:18.999+00:00,1789948458.999511,1789948459.000381,ok,0.840,
escribe-sj,105,2026-09-20T23:54:18.996+00:00,1789948458.996660,1789948459.020062,ok,23.362,
lee-limon,100,2026-09-20T23:54:19.020+00:00,1789948459.020138,1789948459.021667,ok,1.500,
lee-sj,113,2026-09-20T23:54:19.014+00:00,1789948459.014011,1789948459.028462,ok,14.424,
escribe-limon,89,2026-09-20T23:54:19.065+00:00,1789948459.065429,1789948459.089475,ok,24.008,
escribe-cruza,89,2026-09-20T23:54:19.129+00:00,1789948459.129905,1789948459.153543,ok,23.596,
lee-moneda,146,2026-09-20T23:54:19.199+00:00,1789948459.199579,1789948459.200548,ok,0.936,
lee-limon,101,2026-09-20T23:54:19.220+00:00,1789948459.220173,1789948459.221810,ok,1.597,
escribe-sj,106,2026-09-20T23:54:19.196+00:00,1789948459.196766,1789948459.222336,ok,25.535,
lee-sj,114,2026-09-20T23:54:19.214+00:00,1789948459.214079,1789948459.228909,ok,14.802,
escribe-limon,90,2026-09-20T23:54:19.265+00:00,1789948459.265499,1789948459.293048,ok,27.506,
escribe-cruza,90,2026-09-20T23:54:19.329+00:00,1789948459.329976,1789948459.355882,ok,25.868,
lee-moneda,147,2026-09-20T23:54:19.399+00:00,1789948459.399650,1789948459.400967,ok,1.281,
escribe-sj,107,2026-09-20T23:54:19.396+00:00,1789948459.396873,1789948459.414394,ok,17.488,
lee-limon,102,2026-09-20T23:54:19.420+00:00,1789948459.420240,1789948459.421742,ok,1.469,
lee-sj,115,2026-09-20T23:54:19.414+00:00,1789948459.414154,1789948459.421851,ok,7.679,
escribe-limon,91,2026-09-20T23:54:19.465+00:00,1789948459.465569,1789948459.490177,ok,24.563,
escribe-cruza,91,2026-09-20T23:54:19.530+00:00,1789948459.530046,1789948459.553001,ok,22.911,
lee-moneda,148,2026-09-20T23:54:19.599+00:00,1789948459.599720,1789948459.600680,ok,0.922,
escribe-sj,108,2026-09-20T23:54:19.596+00:00,1789948459.596943,1789948459.620450,ok,23.383,
lee-limon,103,2026-09-20T23:54:19.620+00:00,1789948459.620495,1789948459.622205,ok,1.677,
lee-sj,116,2026-09-20T23:54:19.614+00:00,1789948459.614183,1789948459.628614,ok,14.404,
escribe-limon,92,2026-09-20T23:54:19.665+00:00,1789948459.665681,1789948459.689435,ok,23.717,
escribe-cruza,92,2026-09-20T23:54:19.730+00:00,1789948459.730115,1789948459.753557,ok,23.403,
lee-moneda,149,2026-09-20T23:54:19.799+00:00,1789948459.799791,1789948459.800994,ok,1.170,
escribe-sj,109,2026-09-20T23:54:19.797+00:00,1789948459.797051,1789948459.819964,ok,22.873,
lee-limon,104,2026-09-20T23:54:19.820+00:00,1789948459.820562,1789948459.822294,ok,1.683,
lee-sj,117,2026-09-20T23:54:19.814+00:00,1789948459.814265,1789948459.828269,ok,13.977,
escribe-limon,93,2026-09-20T23:54:19.865+00:00,1789948459.865769,1789948459.893403,ok,27.596,
escribe-cruza,93,2026-09-20T23:54:19.930+00:00,1789948459.930198,1789948459.954278,ok,24.041,
lee-moneda,150,2026-09-20T23:54:19.999+00:00,1789948459.999858,1789948460.000947,ok,1.024,
escribe-sj,110,2026-09-20T23:54:19.997+00:00,1789948459.997180,1789948460.019760,ok,22.550,
lee-limon,105,2026-09-20T23:54:20.020+00:00,1789948460.020629,1789948460.022024,ok,1.362,
lee-sj,118,2026-09-20T23:54:20.014+00:00,1789948460.014321,1789948460.027977,ok,13.625,
escribe-limon,94,2026-09-20T23:54:20.065+00:00,1789948460.065838,1789948460.089470,ok,23.593,
escribe-cruza,94,2026-09-20T23:54:20.130+00:00,1789948460.130267,1789948460.155482,ok,25.176,
lee-moneda,151,2026-09-20T23:54:20.199+00:00,1789948460.199978,1789948460.201318,ok,1.270,
escribe-sj,111,2026-09-20T23:54:20.197+00:00,1789948460.197222,1789948460.212657,ok,15.396,
lee-sj,119,2026-09-20T23:54:20.214+00:00,1789948460.214401,1789948460.220396,ok,5.962,
lee-limon,106,2026-09-20T23:54:20.220+00:00,1789948460.220694,1789948460.222135,ok,1.412,
escribe-limon,95,2026-09-20T23:54:20.265+00:00,1789948460.265909,1789948460.291751,ok,25.802,
escribe-cruza,95,2026-09-20T23:54:20.330+00:00,1789948460.330349,1789948460.353217,ok,22.837,
lee-moneda,152,2026-09-20T23:54:20.400+00:00,1789948460.400092,1789948460.401366,ok,1.204,
escribe-sj,112,2026-09-20T23:54:20.397+00:00,1789948460.397292,1789948460.421201,ok,23.862,
lee-limon,107,2026-09-20T23:54:20.420+00:00,1789948460.420783,1789948460.422392,ok,1.575,
lee-sj,120,2026-09-20T23:54:20.414+00:00,1789948460.414471,1789948460.429448,ok,14.945,
escribe-limon,96,2026-09-20T23:54:20.465+00:00,1789948460.465979,1789948460.489239,ok,23.165,
escribe-cruza,96,2026-09-20T23:54:20.530+00:00,1789948460.530449,1789948460.554130,ok,23.645,
lee-moneda,153,2026-09-20T23:54:20.600+00:00,1789948460.600187,1789948460.601134,ok,0.909,
escribe-sj,113,2026-09-20T23:54:20.597+00:00,1789948460.597361,1789948460.620471,ok,23.040,
lee-limon,108,2026-09-20T23:54:20.620+00:00,1789948460.620859,1789948460.622345,ok,1.459,
lee-sj,121,2026-09-20T23:54:20.614+00:00,1789948460.614541,1789948460.628622,ok,14.054,
escribe-limon,97,2026-09-20T23:54:20.666+00:00,1789948460.666058,1789948460.680865,ok,14.767,
escribe-cruza,97,2026-09-20T23:54:20.730+00:00,1789948460.730548,1789948460.753589,ok,22.993,
lee-moneda,154,2026-09-20T23:54:20.800+00:00,1789948460.800271,1789948460.801155,ok,0.847,
escribe-sj,114,2026-09-20T23:54:20.797+00:00,1789948460.797429,1789948460.820687,ok,23.222,
lee-limon,109,2026-09-20T23:54:20.820+00:00,1789948460.820923,1789948460.822528,ok,1.576,
lee-sj,122,2026-09-20T23:54:20.814+00:00,1789948460.814652,1789948460.828335,ok,13.649,
escribe-limon,98,2026-09-20T23:54:20.866+00:00,1789948460.866174,1789948460.892477,ok,26.265,
escribe-cruza,98,2026-09-20T23:54:20.930+00:00,1789948460.930670,1789948460.955021,ok,24.263,
lee-moneda,155,2026-09-20T23:54:21.000+00:00,1789948461.000338,1789948461.001153,ok,0.781,
escribe-sj,115,2026-09-20T23:54:20.997+00:00,1789948460.997529,1789948461.020820,ok,23.251,
lee-limon,110,2026-09-20T23:54:21.020+00:00,1789948461.020987,1789948461.022822,ok,1.808,
lee-sj,123,2026-09-20T23:54:21.014+00:00,1789948461.014721,1789948461.029206,ok,14.452,
escribe-limon,99,2026-09-20T23:54:21.066+00:00,1789948461.066242,1789948461.090420,ok,24.139,
escribe-cruza,99,2026-09-20T23:54:21.130+00:00,1789948461.130753,1789948461.153931,ok,23.130,
lee-moneda,156,2026-09-20T23:54:21.200+00:00,1789948461.200406,1789948461.201514,ok,1.039,
escribe-sj,116,2026-09-20T23:54:21.197+00:00,1789948461.197599,1789948461.220336,ok,22.663,
lee-limon,111,2026-09-20T23:54:21.221+00:00,1789948461.221065,1789948461.222684,ok,1.592,
lee-sj,124,2026-09-20T23:54:21.214+00:00,1789948461.214789,1789948461.228563,ok,13.741,
escribe-limon,100,2026-09-20T23:54:21.266+00:00,1789948461.266327,1789948461.289579,ok,23.215,
escribe-cruza,100,2026-09-20T23:54:21.330+00:00,1789948461.330836,1789948461.347869,ok,16.996,
lee-moneda,157,2026-09-20T23:54:21.400+00:00,1789948461.400489,1789948461.401362,ok,0.843,
escribe-sj,117,2026-09-20T23:54:21.397+00:00,1789948461.397679,1789948461.421109,ok,23.396,
lee-limon,112,2026-09-20T23:54:21.421+00:00,1789948461.421184,1789948461.423125,ok,1.908,
lee-sj,125,2026-09-20T23:54:21.414+00:00,1789948461.414859,1789948461.429643,ok,14.752,
escribe-limon,101,2026-09-20T23:54:21.466+00:00,1789948461.466396,1789948461.492836,ok,26.401,
escribe-cruza,101,2026-09-20T23:54:21.530+00:00,1789948461.530905,1789948461.553897,ok,22.954,
lee-moneda,158,2026-09-20T23:54:21.600+00:00,1789948461.600557,1789948461.601505,ok,0.914,
escribe-sj,118,2026-09-20T23:54:21.597+00:00,1789948461.597789,1789948461.618679,ok,20.852,
lee-limon,113,2026-09-20T23:54:21.621+00:00,1789948461.621253,1789948461.622842,ok,1.545,
lee-sj,126,2026-09-20T23:54:21.614+00:00,1789948461.614932,1789948461.626571,ok,11.609,
escribe-limon,102,2026-09-20T23:54:21.666+00:00,1789948461.666510,1789948461.690295,ok,23.717,
escribe-cruza,102,2026-09-20T23:54:21.731+00:00,1789948461.731024,1789948461.754725,ok,23.663,
lee-moneda,159,2026-09-20T23:54:21.800+00:00,1789948461.800621,1789948461.801668,ok,1.010,
escribe-sj,119,2026-09-20T23:54:21.797+00:00,1789948461.797859,1789948461.820635,ok,22.737,
lee-limon,114,2026-09-20T23:54:21.821+00:00,1789948461.821328,1789948461.822792,ok,1.434,
lee-sj,127,2026-09-20T23:54:21.815+00:00,1789948461.815004,1789948461.829076,ok,14.039,
escribe-limon,103,2026-09-20T23:54:21.866+00:00,1789948461.866593,1789948461.891469,ok,24.840,
escribe-cruza,103,2026-09-20T23:54:21.931+00:00,1789948461.931095,1789948461.954949,ok,23.801,
lee-moneda,160,2026-09-20T23:54:22.000+00:00,1789948462.000827,1789948462.001922,ok,1.051,
escribe-sj,120,2026-09-20T23:54:21.997+00:00,1789948461.997942,1789948462.021968,ok,23.990,
lee-limon,115,2026-09-20T23:54:22.021+00:00,1789948462.021399,1789948462.023037,ok,1.608,
lee-sj,128,2026-09-20T23:54:22.015+00:00,1789948462.015091,1789948462.030036,ok,14.913,
escribe-limon,104,2026-09-20T23:54:22.066+00:00,1789948462.066663,1789948462.090259,ok,23.557,
escribe-cruza,104,2026-09-20T23:54:22.131+00:00,1789948462.131171,1789948462.155599,ok,24.389,
lee-moneda,161,2026-09-20T23:54:22.200+00:00,1789948462.200910,1789948462.202203,ok,1.224,
escribe-sj,121,2026-09-20T23:54:22.198+00:00,1789948462.198012,1789948462.219992,ok,21.892,
lee-limon,116,2026-09-20T23:54:22.221+00:00,1789948462.221465,1789948462.223247,ok,1.754,
lee-sj,129,2026-09-20T23:54:22.215+00:00,1789948462.215167,1789948462.228276,ok,13.080,
escribe-limon,105,2026-09-20T23:54:22.266+00:00,1789948462.266783,1789948462.292186,ok,25.351,
escribe-cruza,105,2026-09-20T23:54:22.331+00:00,1789948462.331227,1789948462.354242,ok,22.972,
lee-moneda,162,2026-09-20T23:54:22.400+00:00,1789948462.400975,1789948462.401881,ok,0.869,
escribe-sj,122,2026-09-20T23:54:22.398+00:00,1789948462.398096,1789948462.420926,ok,22.770,
lee-limon,117,2026-09-20T23:54:22.421+00:00,1789948462.421538,1789948462.422886,ok,1.319,
lee-sj,130,2026-09-20T23:54:22.415+00:00,1789948462.415251,1789948462.429462,ok,14.168,
escribe-limon,106,2026-09-20T23:54:22.466+00:00,1789948462.466852,1789948462.491314,ok,24.421,
escribe-cruza,106,2026-09-20T23:54:22.531+00:00,1789948462.531297,1789948462.555061,ok,23.721,
lee-moneda,163,2026-09-20T23:54:22.601+00:00,1789948462.601126,1789948462.602512,ok,1.348,
escribe-sj,123,2026-09-20T23:54:22.598+00:00,1789948462.598172,1789948462.613665,ok,15.449,
lee-limon,118,2026-09-20T23:54:22.621+00:00,1789948462.621642,1789948462.623055,ok,1.377,
lee-sj,131,2026-09-20T23:54:22.615+00:00,1789948462.615329,1789948462.623837,ok,8.481,
escribe-limon,107,2026-09-20T23:54:22.666+00:00,1789948462.666921,1789948462.691394,ok,24.434,
escribe-cruza,107,2026-09-20T23:54:22.731+00:00,1789948462.731367,1789948462.754580,ok,23.179,
lee-moneda,164,2026-09-20T23:54:22.801+00:00,1789948462.801186,1789948462.802429,ok,1.212,
escribe-sj,124,2026-09-20T23:54:22.798+00:00,1789948462.798227,1789948462.817556,ok,19.287,
lee-limon,119,2026-09-20T23:54:22.821+00:00,1789948462.821747,1789948462.823419,ok,1.642,
lee-sj,132,2026-09-20T23:54:22.815+00:00,1789948462.815413,1789948462.825532,ok,10.092,
escribe-limon,108,2026-09-20T23:54:22.867+00:00,1789948462.867028,1789948462.891319,ok,24.253,
escribe-cruza,108,2026-09-20T23:54:22.931+00:00,1789948462.931468,1789948462.965093,ok,33.594,
lee-moneda,165,2026-09-20T23:54:23.001+00:00,1789948463.001254,1789948463.002138,ok,0.847,
escribe-sj,125,2026-09-20T23:54:22.998+00:00,1789948462.998296,1789948463.016604,ok,18.266,
lee-limon,120,2026-09-20T23:54:23.021+00:00,1789948463.021866,1789948463.023391,ok,1.496,
lee-sj,133,2026-09-20T23:54:23.015+00:00,1789948463.015515,1789948463.024555,ok,9.009,
escribe-limon,109,2026-09-20T23:54:23.067+00:00,1789948463.067134,1789948463.092280,ok,25.108,
escribe-cruza,109,2026-09-20T23:54:23.131+00:00,1789948463.131591,1789948463.155049,ok,23.421,
lee-moneda,166,2026-09-20T23:54:23.201+00:00,1789948463.201320,1789948463.202207,ok,0.851,
escribe-sj,126,2026-09-20T23:54:23.198+00:00,1789948463.198376,1789948463.219300,ok,20.857,
lee-limon,121,2026-09-20T23:54:23.221+00:00,1789948463.221932,1789948463.223380,ok,1.418,
lee-sj,134,2026-09-20T23:54:23.215+00:00,1789948463.215586,1789948463.226882,ok,11.249,
escribe-limon,110,2026-09-20T23:54:23.267+00:00,1789948463.267174,1789948463.292165,ok,24.945,
escribe-cruza,110,2026-09-20T23:54:23.331+00:00,1789948463.331710,1789948463.359425,ok,27.660,
lee-moneda,167,2026-09-20T23:54:23.401+00:00,1789948463.401386,1789948463.402948,ok,1.530,
escribe-sj,127,2026-09-20T23:54:23.398+00:00,1789948463.398461,1789948463.414375,ok,15.883,
lee-sj,135,2026-09-20T23:54:23.415+00:00,1789948463.415653,1789948463.421973,ok,6.290,
lee-limon,122,2026-09-20T23:54:23.421+00:00,1789948463.421998,1789948463.424033,ok,1.996,
escribe-limon,111,2026-09-20T23:54:23.467+00:00,1789948463.467243,1789948463.491947,ok,24.666,
escribe-cruza,111,2026-09-20T23:54:23.531+00:00,1789948463.531817,1789948463.555044,ok,23.175,
lee-moneda,168,2026-09-20T23:54:23.601+00:00,1789948463.601461,1789948463.602450,ok,0.956,
escribe-sj,128,2026-09-20T23:54:23.598+00:00,1789948463.598582,1789948463.622080,ok,23.445,
lee-limon,123,2026-09-20T23:54:23.622+00:00,1789948463.622113,1789948463.623904,ok,1.762,
lee-sj,136,2026-09-20T23:54:23.615+00:00,1789948463.615738,1789948463.630599,ok,14.828,
escribe-limon,112,2026-09-20T23:54:23.667+00:00,1789948463.667313,1789948463.690377,ok,23.026,
escribe-cruza,112,2026-09-20T23:54:23.731+00:00,1789948463.731888,1789948463.756739,ok,24.814,
lee-moneda,169,2026-09-20T23:54:23.801+00:00,1789948463.801527,1789948463.803561,ok,2.000,
escribe-sj,129,2026-09-20T23:54:23.798+00:00,1789948463.798651,1789948463.820374,ok,21.681,
lee-limon,124,2026-09-20T23:54:23.822+00:00,1789948463.822175,1789948463.823495,ok,1.294,
lee-sj,137,2026-09-20T23:54:23.815+00:00,1789948463.815806,1789948463.828236,ok,12.396,
escribe-limon,113,2026-09-20T23:54:23.867+00:00,1789948463.867427,1789948463.891226,ok,23.760,
escribe-cruza,113,2026-09-20T23:54:23.931+00:00,1789948463.931959,1789948463.950144,ok,18.151,
lee-moneda,170,2026-09-20T23:54:24.001+00:00,1789948464.001572,1789948464.002556,ok,0.949,
escribe-sj,130,2026-09-20T23:54:23.998+00:00,1789948463.998759,1789948464.021806,ok,23.006,
lee-limon,125,2026-09-20T23:54:24.022+00:00,1789948464.022239,1789948464.023697,ok,1.430,
lee-sj,138,2026-09-20T23:54:24.015+00:00,1789948464.015875,1789948464.030311,ok,14.406,
escribe-limon,114,2026-09-20T23:54:24.067+00:00,1789948464.067502,1789948464.090464,ok,22.919,
escribe-cruza,114,2026-09-20T23:54:24.132+00:00,1789948464.132059,1789948464.154273,ok,22.178,
lee-moneda,171,2026-09-20T23:54:24.201+00:00,1789948464.201622,1789948464.202567,ok,0.911,
escribe-sj,131,2026-09-20T23:54:24.198+00:00,1789948464.198879,1789948464.222981,ok,24.067,
lee-limon,126,2026-09-20T23:54:24.222+00:00,1789948464.222395,1789948464.224648,ok,2.221,
lee-sj,139,2026-09-20T23:54:24.215+00:00,1789948464.215944,1789948464.230732,ok,14.761,
escribe-limon,115,2026-09-20T23:54:24.267+00:00,1789948464.267627,1789948464.291348,ok,23.683,
escribe-cruza,115,2026-09-20T23:54:24.332+00:00,1789948464.332184,1789948464.355561,ok,23.314,
lee-moneda,172,2026-09-20T23:54:24.401+00:00,1789948464.401716,1789948464.402650,ok,0.899,
